Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
 8515-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8516-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8517-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8518-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8519-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8520-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8521-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8522-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8523-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8524-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8525-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8526-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8527-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8528-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8529-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8530-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8531-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8532-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8533-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8534-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8535-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8536-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8537-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8538-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8539-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8540-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8541-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8542-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8543-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8544-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8545-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8546-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8547-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8548-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8549-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8550-th training, ErrorRate: 49.0% -> [-31.991562690916, -0.6122027649989974, -990.2708650465171]
 8551-th training, ErrorRate: 22.0% -> [-30.991562690916, 106.887797235001, -984.570865046517]
 8552-th training, ErrorRate: 22.0% -> [-30.991562690916, 106.887797235001, -984.570865046517]
 8553-th training, ErrorRate: 22.0% -> [-30.991562690916, 106.887797235001, -984.570865046517]
 8554-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8555-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8556-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8557-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8558-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8559-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8560-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8561-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8562-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8563-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8564-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8565-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8566-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8567-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8568-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8569-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8570-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8571-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8572-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8573-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8574-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8575-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8576-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8577-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8578-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8579-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8580-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8581-th training, ErrorRate: 17.0% -> [-29.991562690916, 169.187797235001, -977.1708650465171]
 8582-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8583-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8584-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8585-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8586-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8587-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8588-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8589-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8590-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8591-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8592-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8593-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8594-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8595-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8596-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8597-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8598-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8599-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8600-th training, ErrorRate: 34.0% -> [-28.991562690916, 261.287797235001, -961.1708650465171]
 8601-th training, ErrorRate: 19.0% -> [-29.991562690916, 193.287797235001, -978.570865046517]
 8602-th training, ErrorRate: 13.0% -> [-30.991562690916, 128.48779723500098, -990.7708650465171]
 8603-th training, ErrorRate: 13.0% -> [-30.991562690916, 128.48779723500098, -990.7708650465171]
 8604-th training, ErrorRate: 13.0% -> [-30.991562690916, 128.48779723500098, -990.7708650465171]
 8605-th training, ErrorRate: 13.0% -> [-30.991562690916, 128.48779723500098, -990.7708650465171]
 8606-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8607-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8608-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8609-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8610-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8611-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8612-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8613-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8614-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8615-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8616-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8617-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8618-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8619-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8620-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8621-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8622-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8623-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8624-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8625-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8626-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8627-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8628-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8629-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8630-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8631-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8632-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8633-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8634-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8635-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8636-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8637-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8638-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8639-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8640-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8641-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8642-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8643-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8644-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8645-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8646-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8647-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8648-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8649-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8650-th training, ErrorRate: 42.0% -> [-31.991562690916, 48.38779723500099, -999.2708650465171]
 8651-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8652-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8653-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8654-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8655-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8656-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8657-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8658-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8659-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8660-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8661-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8662-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8663-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8664-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8665-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8666-th training, ErrorRate: 15.0% -> [-30.991562690916, 155.887797235001, -993.570865046517]
 8667-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8668-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8669-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8670-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8671-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8672-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8673-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8674-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8675-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8676-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8677-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8678-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8679-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8680-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8681-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8682-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8683-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8684-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8685-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8686-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8687-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8688-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8689-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8690-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8691-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8692-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8693-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
 8694-th training, ErrorRate: 26.0% -> [-29.991562690916, 237.287797235001, -979.870865046517]
